ANO,SEMANA,MES_CALEND,UBIGEO,DEPARTAM,PROVINCIA,DISTRITO,Probables,Confirmados,Total
2003,35,AGOSTO,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,0,1,1
2003,37,SETIEMBRE,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,1,0,1
2003,40,SETIEMBRE,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,2,0,2
2003,41,OCTUBRE,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,1,0,1
2003,42,OCTUBRE,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,5,0,5
2003,43,OCTUBRE,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,4,0,4
2003,44,OCTUBRE,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,3,0,3
2003,45,NOVIEMBRE,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,2,0,2
2003,49,NOVIEMBRE,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,1,0,1
2003,50,DICIEMBRE,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,1,0,1
2003,51,DICIEMBRE,130906,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,1,0,1
2003,20,MAYO,130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,0,1,1
2003,35,AGOSTO,130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,0,1,1
2003,36,AGOSTO,130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,0,3,3
2003,37,SETIEMBRE,130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,0,1,1
2003,46,NOVIEMBRE,130907,LA LIBERTAD,SANCHEZ CARRION,SARIN,3,0,3
2003,1,ENERO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,1,1
2003,3,ENERO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,1,1
2003,7,FEBRERO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,2,2
2003,8,FEBRERO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,19,19
2003,9,FEBRERO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,16,16
2003,10,MARZO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,23,23
2003,11,MARZO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,9,9
2003,12,MARZO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,9,9
2003,14,MARZO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,4,4
2003,15,ABRIL,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,17,17
2003,19,MAYO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,1,1
2003,20,MAYO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,6,6
2003,23,JUNIO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,1,1
2003,24,JUNIO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,10,10
2003,25,JUNIO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,2,2
2003,26,JUNIO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,5,5
2003,27,JUNIO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,2,2
2003,28,JULIO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,2,2
2003,30,JULIO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,6,6
2003,31,JULIO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,1,1
2003,32,AGOSTO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,2,2
2003,33,AGOSTO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,2,2
2003,34,AGOSTO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,0,2,2
2003,35,AGOSTO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,1,4,5
2003,36,AGOSTO,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,1,0,1
2003,37,SETIEMBRE,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,4,3,7
2003,39,SETIEMBRE,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,1,0,1
2003,40,SETIEMBRE,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,6,0,6
2003,41,OCTUBRE,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,1,0,1
2003,42,OCTUBRE,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,4,0,4
2003,43,OCTUBRE,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,3,0,3
2003,44,OCTUBRE,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,3,0,3
2003,45,NOVIEMBRE,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,5,0,5
2003,47,NOVIEMBRE,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,4,0,4
2003,48,NOVIEMBRE,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,1,0,1
2003,50,DICIEMBRE,130908,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,1,0,1
2003,25,JUNIO,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,0,1,1
2003,28,JULIO,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,0,4,4
2003,37,SETIEMBRE,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,1,0,1
2003,39,SETIEMBRE,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,1,0,1
2003,40,SETIEMBRE,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,1,0,1
2003,42,OCTUBRE,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,1,0,1
2003,43,OCTUBRE,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,2,0,2
2003,44,OCTUBRE,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,1,0,1
2003,46,NOVIEMBRE,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,1,0,1
2003,49,NOVIEMBRE,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,1,0,1
2003,50,DICIEMBRE,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,2,0,2
2003,51,DICIEMBRE,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,8,0,8
2003,52,DICIEMBRE,131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,1,0,1
2003,22,MAYO,140202,LAMBAYEQUE,FERRENAFE,CANARIS,0,1,1
2003,29,JULIO,150601,LIMA,HUARAL,HUARAL,0,2,2
2003,1,ENERO,150606,LIMA,HUARAL,IHUARI,0,1,1
2003,6,FEBRERO,150606,LIMA,HUARAL,IHUARI,0,1,1
2003,9,FEBRERO,150606,LIMA,HUARAL,IHUARI,0,2,2
2003,12,MARZO,150606,LIMA,HUARAL,IHUARI,0,2,2
2003,13,MARZO,150606,LIMA,HUARAL,IHUARI,0,2,2
2003,17,ABRIL,150606,LIMA,HUARAL,IHUARI,0,1,1
2003,18,ABRIL,150606,LIMA,HUARAL,IHUARI,0,3,3
2003,20,MAYO,150606,LIMA,HUARAL,IHUARI,0,2,2
2003,23,JUNIO,150606,LIMA,HUARAL,IHUARI,0,1,1
2003,24,JUNIO,150606,LIMA,HUARAL,IHUARI,0,2,2
2003,27,JUNIO,150606,LIMA,HUARAL,IHUARI,0,4,4
2003,28,JULIO,150606,LIMA,HUARAL,IHUARI,0,1,1
2003,29,JULIO,150606,LIMA,HUARAL,IHUARI,0,1,1
2003,32,AGOSTO,150606,LIMA,HUARAL,IHUARI,0,3,3
2003,35,AGOSTO,150606,LIMA,HUARAL,IHUARI,0,1,1
2003,36,AGOSTO,150606,LIMA,HUARAL,IHUARI,0,1,1
2003,37,SETIEMBRE,150606,LIMA,HUARAL,IHUARI,0,3,3
2003,38,SETIEMBRE,150606,LIMA,HUARAL,IHUARI,0,1,1
2003,40,SETIEMBRE,150606,LIMA,HUARAL,IHUARI,0,2,2
2003,41,OCTUBRE,150606,LIMA,HUARAL,IHUARI,0,1,1
2003,42,OCTUBRE,150606,LIMA,HUARAL,IHUARI,0,1,1
2003,29,JULIO,150807,LIMA,HUAURA,LEONCIO PRADO,0,1,1
2003,21,MAYO,150811,LIMA,HUAURA,SAYAN,0,1,1
2003,14,MARZO,150904,LIMA,OYON,COCHAMARCA,0,1,1
2003,20,MAYO,150904,LIMA,OYON,COCHAMARCA,0,1,1
2003,34,AGOSTO,150904,LIMA,OYON,COCHAMARCA,0,1,1
2003,7,FEBRERO,150906,LIMA,OYON,PACHANGARA,0,1,1
2003,46,NOVIEMBRE,151009,LIMA,YAUYOS,CHOCOS,0,1,1
2003,33,AGOSTO,200206,PIURA,AYABACA,PACAIPAMPA,1,1,2
2003,36,AGOSTO,200302,PIURA,HUANCABAMBA,CANCHAQUE,1,0,1
2003,3,ENERO,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0,1,1
2003,6,FEBRERO,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0,1,1
2003,10,MARZO,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0,2,2
2003,14,MARZO,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0,1,1
2003,15,ABRIL,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0,1,1
2003,22,MAYO,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,1,3,4
2003,24,JUNIO,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,2,0,2
2003,25,JUNIO,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,1,0,1
2003,26,JUNIO,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0,1,1
2003,27,JUNIO,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,6,1,7
2003,29,JULIO,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,2,0,2
2003,30,JULIO,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,1,0,1
2003,40,SETIEMBRE,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0,1,1
2003,41,OCTUBRE,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0,1,1
2003,43,OCTUBRE,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,1,2,3
2003,44,OCTUBRE,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,1,0,1
2003,46,NOVIEMBRE,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0,2,2
2003,47,NOVIEMBRE,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0,1,1
2003,48,NOVIEMBRE,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0,1,1
2003,49,NOVIEMBRE,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,1,0,1
2003,51,DICIEMBRE,200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,0,1,1
2003,1,ENERO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,1,2
2003,3,ENERO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,1,1
2003,4,ENERO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,4,4
2003,5,ENERO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,3,4
2003,6,FEBRERO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,1,2
2003,7,FEBRERO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,2,2
2003,8,FEBRERO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,2,3,5
2003,9,FEBRERO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,2,3
2003,10,MARZO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,4,2,6
2003,11,MARZO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,3,5,8
2003,12,MARZO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,5,6
2003,13,MARZO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,0,1
2003,14,MARZO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,3,5,8
2003,15,ABRIL,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,2,2
2003,16,ABRIL,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,2,3
2003,17,ABRIL,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,1,1
2003,18,ABRIL,200301,PIURA,HUANCABAMBA,HUANCABAMBA,2,3,5
2003,19,MAYO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,2,2,4
2003,20,MAYO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,3,4
2003,21,MAYO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,5,6
2003,22,MAYO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,3,3
2003,23,JUNIO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,2,4,6
2003,24,JUNIO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,1,1
2003,26,JUNIO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,1,2
2003,27,JUNIO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,5,1,6
2003,28,JULIO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,0,1
2003,29,JULIO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,0,1
2003,30,JULIO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,1,2
2003,31,JULIO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,2,0,2
2003,32,AGOSTO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,3,3
2003,34,AGOSTO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,2,1,3
2003,35,AGOSTO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,2,3
2003,36,AGOSTO,200301,PIURA,HUANCABAMBA,HUANCABAMBA,2,3,5
2003,37,SETIEMBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,1,1
2003,38,SETIEMBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,3,3
2003,39,SETIEMBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,2,2
2003,40,SETIEMBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,3,1,4
2003,42,OCTUBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,2,0,2
2003,43,OCTUBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,1,1
2003,44,OCTUBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,1,1
2003,45,NOVIEMBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,0,1
2003,46,NOVIEMBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,1,1
2003,48,NOVIEMBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,0,1,1
2003,50,DICIEMBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,1,2
2003,51,DICIEMBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,2,3
2003,52,DICIEMBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,3,0,3
2003,53,DICIEMBRE,200301,PIURA,HUANCABAMBA,HUANCABAMBA,1,1,2
2003,12,MARZO,200304,PIURA,HUANCABAMBA,HUARMACA,0,1,1
2003,13,MARZO,200304,PIURA,HUANCABAMBA,HUARMACA,0,1,1
2003,16,ABRIL,200304,PIURA,HUANCABAMBA,HUARMACA,0,1,1
2003,1,ENERO,200307,PIURA,HUANCABAMBA,SONDOR,0,1,1
2003,2,ENERO,200307,PIURA,HUANCABAMBA,SONDOR,0,1,1
2003,4,ENERO,200307,PIURA,HUANCABAMBA,SONDOR,2,1,3
2003,5,ENERO,200307,PIURA,HUANCABAMBA,SONDOR,0,2,2
2003,6,FEBRERO,200307,PIURA,HUANCABAMBA,SONDOR,1,0,1
2003,7,FEBRERO,200307,PIURA,HUANCABAMBA,SONDOR,1,1,2
2003,8,FEBRERO,200307,PIURA,HUANCABAMBA,SONDOR,0,2,2
2003,9,FEBRERO,200307,PIURA,HUANCABAMBA,SONDOR,1,0,1
2003,11,MARZO,200307,PIURA,HUANCABAMBA,SONDOR,0,1,1
2003,13,MARZO,200307,PIURA,HUANCABAMBA,SONDOR,0,1,1
2003,14,MARZO,200307,PIURA,HUANCABAMBA,SONDOR,0,3,3
2003,18,ABRIL,200307,PIURA,HUANCABAMBA,SONDOR,1,1,2
2003,19,MAYO,200307,PIURA,HUANCABAMBA,SONDOR,1,1,2
2003,21,MAYO,200307,PIURA,HUANCABAMBA,SONDOR,0,1,1
2003,22,MAYO,200307,PIURA,HUANCABAMBA,SONDOR,0,1,1
2003,25,JUNIO,200307,PIURA,HUANCABAMBA,SONDOR,0,2,2
2003,26,JUNIO,200307,PIURA,HUANCABAMBA,SONDOR,3,0,3
2003,27,JUNIO,200307,PIURA,HUANCABAMBA,SONDOR,3,0,3
2003,28,JULIO,200307,PIURA,HUANCABAMBA,SONDOR,0,1,1
2003,29,JULIO,200307,PIURA,HUANCABAMBA,SONDOR,1,1,2
2003,30,JULIO,200307,PIURA,HUANCABAMBA,SONDOR,1,1,2
2003,31,JULIO,200307,PIURA,HUANCABAMBA,SONDOR,1,0,1
2003,32,AGOSTO,200307,PIURA,HUANCABAMBA,SONDOR,1,0,1
2003,35,AGOSTO,200307,PIURA,HUANCABAMBA,SONDOR,1,0,1
2003,38,SETIEMBRE,200307,PIURA,HUANCABAMBA,SONDOR,1,0,1
2003,42,OCTUBRE,200307,PIURA,HUANCABAMBA,SONDOR,0,1,1
2003,46,NOVIEMBRE,200307,PIURA,HUANCABAMBA,SONDOR,0,1,1
2003,49,NOVIEMBRE,200307,PIURA,HUANCABAMBA,SONDOR,0,4,4
2003,53,DICIEMBRE,200307,PIURA,HUANCABAMBA,SONDOR,0,1,1
2003,2,ENERO,200308,PIURA,HUANCABAMBA,SONDORILLO,0,3,3
2003,3,ENERO,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,4,ENERO,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,6,FEBRERO,200308,PIURA,HUANCABAMBA,SONDORILLO,0,2,2
2003,8,FEBRERO,200308,PIURA,HUANCABAMBA,SONDORILLO,0,2,2
2003,9,FEBRERO,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,10,MARZO,200308,PIURA,HUANCABAMBA,SONDORILLO,1,3,4
2003,11,MARZO,200308,PIURA,HUANCABAMBA,SONDORILLO,1,1,2
2003,13,MARZO,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,14,MARZO,200308,PIURA,HUANCABAMBA,SONDORILLO,1,2,3
2003,15,ABRIL,200308,PIURA,HUANCABAMBA,SONDORILLO,0,2,2
2003,16,ABRIL,200308,PIURA,HUANCABAMBA,SONDORILLO,1,0,1
2003,17,ABRIL,200308,PIURA,HUANCABAMBA,SONDORILLO,0,2,2
2003,18,ABRIL,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,20,MAYO,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,21,MAYO,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,22,MAYO,200308,PIURA,HUANCABAMBA,SONDORILLO,2,1,3
2003,23,JUNIO,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,24,JUNIO,200308,PIURA,HUANCABAMBA,SONDORILLO,0,2,2
2003,25,JUNIO,200308,PIURA,HUANCABAMBA,SONDORILLO,1,1,2
2003,28,JULIO,200308,PIURA,HUANCABAMBA,SONDORILLO,1,0,1
2003,34,AGOSTO,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,35,AGOSTO,200308,PIURA,HUANCABAMBA,SONDORILLO,2,0,2
2003,36,AGOSTO,200308,PIURA,HUANCABAMBA,SONDORILLO,1,0,1
2003,38,SETIEMBRE,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,39,SETIEMBRE,200308,PIURA,HUANCABAMBA,SONDORILLO,0,2,2
2003,40,SETIEMBRE,200308,PIURA,HUANCABAMBA,SONDORILLO,1,0,1
2003,44,OCTUBRE,200308,PIURA,HUANCABAMBA,SONDORILLO,1,1,2
2003,46,NOVIEMBRE,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,49,NOVIEMBRE,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,50,DICIEMBRE,200308,PIURA,HUANCABAMBA,SONDORILLO,0,1,1
2003,27,JUNIO,200401,PIURA,MORROPON,CHULUCANAS,0,1,1
2003,49,NOVIEMBRE,221001,SAN MARTIN,TOCACHE,TOCACHE,2,0,2
2004,39,SETIEMBRE,010202,AMAZONAS,BAGUA,ARAMANGO,0,1,1
2004,4,ENERO,010201,AMAZONAS,BAGUA,BAGUA,0,1,1
2004,5,FEBRERO,010201,AMAZONAS,BAGUA,BAGUA,0,1,1
2004,15,ABRIL,010201,AMAZONAS,BAGUA,BAGUA,0,1,1
2004,38,SETIEMBRE,010201,AMAZONAS,BAGUA,BAGUA,0,1,1
2004,40,OCTUBRE,010201,AMAZONAS,BAGUA,BAGUA,0,1,1
2004,43,OCTUBRE,010201,AMAZONAS,BAGUA,BAGUA,0,1,1
2004,46,NOVIEMBRE,010201,AMAZONAS,BAGUA,BAGUA,0,1,1
2004,50,DICIEMBRE,010201,AMAZONAS,BAGUA,BAGUA,0,1,1
2004,50,DICIEMBRE,010203,AMAZONAS,BAGUA,COPALLIN,0,1,1
2004,30,JULIO,010303,AMAZONAS,BONGARA,CHURUJA,0,1,1
2004,35,AGOSTO,010303,AMAZONAS,BONGARA,CHURUJA,0,1,1
2004,40,OCTUBRE,010303,AMAZONAS,BONGARA,CHURUJA,0,1,1
2004,42,OCTUBRE,010303,AMAZONAS,BONGARA,CHURUJA,0,1,1
2004,41,OCTUBRE,010305,AMAZONAS,BONGARA,CUISPES,0,1,1
2004,36,SETIEMBRE,010307,AMAZONAS,BONGARA,JAZAN,0,1,1
2004,40,OCTUBRE,010307,AMAZONAS,BONGARA,JAZAN,0,1,1
2004,44,OCTUBRE,010307,AMAZONAS,BONGARA,JAZAN,0,1,1
2004,47,NOVIEMBRE,010307,AMAZONAS,BONGARA,JAZAN,0,1,1
2004,48,NOVIEMBRE,010307,AMAZONAS,BONGARA,JAZAN,0,1,1
2004,25,JUNIO,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,0,2,2
2004,27,JULIO,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,0,1,1
2004,28,JULIO,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,0,1,1
2004,29,JULIO,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,0,1,1
2004,32,AGOSTO,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,0,1,1
2004,43,OCTUBRE,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,0,1,1
2004,50,DICIEMBRE,010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,1,0,1
2004,23,JUNIO,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,1,1
2004,24,JUNIO,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,1,1
2004,26,JUNIO,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,2,2
2004,27,JULIO,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,2,2
2004,28,JULIO,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,4,4
2004,29,JULIO,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,5,5
2004,30,JULIO,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,3,3
2004,31,AGOSTO,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,10,10
2004,32,AGOSTO,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,4,4
2004,33,AGOSTO,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,15,15
2004,34,AGOSTO,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,4,4
2004,35,AGOSTO,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,9,9
2004,37,SETIEMBRE,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,2,2
2004,38,SETIEMBRE,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,2,2
2004,40,OCTUBRE,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,1,1
2004,45,NOVIEMBRE,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,1,1
2004,46,NOVIEMBRE,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,3,3
2004,47,NOVIEMBRE,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,3,3
2004,48,NOVIEMBRE,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,8,8
2004,49,DICIEMBRE,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,4,4
2004,51,DICIEMBRE,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,1,1
2004,52,DICIEMBRE,010109,AMAZONAS,CHACHAPOYAS,LA JALCA,0,3,3
2004,44,OCTUBRE,010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,0,1,1
2004,31,AGOSTO,010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,0,4,4
2004,32,AGOSTO,010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,0,2,2
2004,33,AGOSTO,010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,0,2,2
2004,37,SETIEMBRE,010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,0,1,1
2004,38,SETIEMBRE,010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,0,1,1
2004,47,NOVIEMBRE,010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,0,1,1
2004,48,NOVIEMBRE,010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,0,1,1
2004,24,JUNIO,010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,0,1,1
2004,29,JULIO,010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,0,1,1
2004,44,OCTUBRE,010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,0,1,1
2004,46,NOVIEMBRE,010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,0,1,1
2004,52,DICIEMBRE,010115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,0,1,1
2004,7,FEBRERO,010502,AMAZONAS,LUYA,CAMPORREDONDO,0,1,1
2004,34,AGOSTO,010502,AMAZONAS,LUYA,CAMPORREDONDO,0,1,1
2004,35,AGOSTO,010502,AMAZONAS,LUYA,CAMPORREDONDO,0,2,2
2004,43,OCTUBRE,010502,AMAZONAS,LUYA,CAMPORREDONDO,0,1,1
2004,48,NOVIEMBRE,010502,AMAZONAS,LUYA,CAMPORREDONDO,0,1,1
